booking_id,passenger_id,flight_id,booking_date,status,seat_number,payment_count,valid_payment_amount,missing_payment_amounts,payment_status_issue,airline,source,destination,departure_time,arrival_time,duration,duration_minutes,route,departure_date,arrival_date,departure_hour,arrival_hour,is_overnight,flight_match_status,passport_hash,emergency_contact_name_masked,emergency_contact_phone_masked
B1176,P1594,SJ226,2025-04-17 11:37:36.951,CANCELLED,7C,0.0,0.0,0.0,No Issue,SpiceJet,HYD,BOM,2026-04-20 08:47:41.704,2026-04-20 12:54:41.704,04:07:00,247.0,HYD → BOM,2026-04-20,2026-04-20,8.0,12.0,False,Matched,25b0176f8e2de949f4e17ebf1bbe2e6e1c61da8fe1212e880fa6a46da33e72ad,D***i,**********7327
B1177,P1576,SJ227,2025-07-29 11:37:36.951,CANCELLED,34D,1.0,12412.89,0.0,Cancelled With Payment,SpiceJet,BOM,CCU,2026-04-20 08:32:41.704,2026-04-20 12:53:41.704,04:21:00,261.0,BOM → CCU,2026-04-20,2026-04-20,8.0,12.0,False,Matched,1faa946c34da555ba823e261f3cba33578d947a9f17e966ef0889e3cbbdf8c89,U***a,**********0863
B1178,P1324,6F034,2026-02-05 11:37:36.951,CONFIRMED,34E,1.0,0.0,1.0,Missing Payment Amount,IndiGo,BOM,DEL,2026-04-20 11:53:41.701,2026-04-20 12:49:41.701,00:56:00,56.0,BOM → DEL,2026-04-20,2026-04-20,11.0,12.0,False,Matched,0e2f11d40ecb3e76d3a30cb8174630196db9fa74b29d965c3c8ef71b6e435a70,R***i,**********2098
B1179,P1639,SJ078,2025-10-03 11:37:36.951,CONFIRMED,33D,3.0,10619.52,0.0,No Issue,SpiceJet,DEL,HYD,2026-04-20 09:41:41.701,2026-04-20 12:49:41.701,03:08:00,188.0,DEL → HYD,2026-04-20,2026-04-20,9.0,12.0,False,Matched,70e7a5fb17d65d4fb88119cc1c6da0833d2cb160b6b1e78bda5c91285567fd66,F***k,**********5466
B1180,P1306,AI240,2026-04-10 11:37:36.951,PENDING,22F,0.0,0.0,0.0,No Issue,Air India,MAA,DEL,2026-04-20 10:19:41.704,2026-04-20 12:46:41.704,02:27:00,147.0,MAA → DEL,2026-04-20,2026-04-20,10.0,12.0,False,Matched,a64c6645c82fe4ffc23ec6ea7c130e8367d6bd70ecd25f18b56ece385196170e,E***k,**********9558
B1181,P1533,SJ002,2026-03-29 11:37:36.951,CANCELLED,12E,0.0,0.0,0.0,No Issue,SpiceJet,DEL,BOM,2026-04-20 07:54:41.701,2026-04-20 12:40:41.701,04:46:00,286.0,DEL → BOM,2026-04-20,2026-04-20,7.0,12.0,False,Matched,77e39000ffec842565748bc0508ebb84d541dc0722f76377dd6bde1b643994db,I***y,**********9169
B1182,P1727,AI044,2025-08-11 11:37:36.951,CANCELLED,3A,1.0,9005.88,0.0,Cancelled With Payment,UNKNOWN,MAA,BLR,2026-04-20 09:03:41.701,2026-04-20 12:36:41.701,03:33:00,213.0,MAA → BLR,2026-04-20,2026-04-20,9.0,12.0,False,Matched,4b02215cb1568771014a68abffbcd6ec51fe62d69e4298f13f6527b168e8faa6,M***v,**********4521
B1183,P1618,UK076,2025-06-22 11:37:36.951,CANCELLED,8C,0.0,0.0,0.0,No Issue,Vistara,MAA,CCU,2026-04-20 08:03:41.702,2026-04-20 12:26:41.702,04:23:00,263.0,MAA → CCU,2026-04-20,2026-04-20,8.0,12.0,False,Matched,86829e1ac6a1acf36d7da0fd603c944f246c12f0f24d15eff3f3fe36cfd572f4,G***a,**********8652
B1184,P1108,6F232,2025-08-01 11:37:36.951,PENDING,28E,0.0,0.0,0.0,No Issue,IndiGo,MAA,BLR,2026-04-20 10:39:41.704,2026-04-20 12:22:41.704,01:43:00,103.0,MAA → BLR,2026-04-20,2026-04-20,10.0,12.0,False,Matched,62190f4d1de67f08bf3ff0998afd6f4621df5a0e70262d6aafac5cd78318e105,J***l,**********6490
B1185,P1371,SJ228,2025-08-16 11:37:36.951,CANCELLED,25E,1.0,13080.31,0.0,Cancelled With Payment,SpiceJet,BOM,CCU,2026-04-20 08:29:41.704,2026-04-20 12:16:41.704,03:47:00,227.0,BOM → CCU,2026-04-20,2026-04-20,8.0,12.0,False,Matched,287a4af8dd539be3c956e8e81df69800906e485061ff034901f29aaacc2faaec,P***a,**********6542
B1186,P1356,SJ074,2026-04-04 11:37:36.951,CONFIRMED,1B,0.0,0.0,0.0,Confirmed Without Payment,SpiceJet,DEL,CCU,2026-04-20 11:21:41.701,2026-04-20 12:02:41.701,00:41:00,41.0,DEL → CCU,2026-04-20,2026-04-20,11.0,12.0,False,Matched,d05484ef6ee594fd089629328a74779f1792600441d472b34cb8c2c77ce1debe,B***a,**********4213
B1187,P1180,UK229,2025-08-04 11:37:36.951,PENDING,7F,1.0,6625.76,0.0,No Issue,UNKNOWN,HYD,DEL,2026-04-20 07:40:41.704,2026-04-20 11:57:41.704,04:17:00,257.0,HYD → DEL,2026-04-20,2026-04-20,7.0,11.0,False,Matched,e41475699a6d3c201ad9db963898e75e8fbd8213261b8c894406d9c6e94c7e78,R***i,**********5908
B1188,P1355,AI208,2026-04-04 11:37:36.951,CONFIRMED,6A,0.0,0.0,0.0,Confirmed Without Payment,Air India,BLR,BOM,2026-04-20 08:38:41.703,2026-04-20 11:52:41.703,03:14:00,194.0,BLR → BOM,2026-04-20,2026-04-20,8.0,11.0,False,Matched,7a099f39ae7927f371494f99bfb4b5fcb2bf45de0b3224616ecb26e74db6675a,D***n,**********9782
B1189,P1675,AI019,2025-11-23 11:37:36.951,CONFIRMED,14F,0.0,0.0,0.0,Confirmed Without Payment,Air India,BOM,CCU,2026-04-20 10:49:41.701,2026-04-20 11:51:41.701,01:02:00,62.0,BOM → CCU,2026-04-20,2026-04-20,10.0,11.0,False,Matched,1e0b58e9054391e824729c00bd9a72ed93c6016a23b0072fbd154e99ee2f65a2,Y***a,**********8556
B1190,P1067,6F029,2025-05-23 11:37:36.951,PENDING,12B,0.0,0.0,0.0,No Issue,IndiGo,BOM,BLR,2026-04-20 07:31:41.701,2026-04-20 11:45:41.701,04:14:00,254.0,BOM → BLR,2026-04-20,2026-04-20,7.0,11.0,False,Matched,fb4608a3ca51111db2f3dcfb274b8330443f1146ecbc7da52f6b4eea2896fb78,L***a,**********1523
B1191,P1291,6F018,2025-04-27 11:37:36.951,CONFIRMED,25B,0.0,0.0,0.0,Confirmed Without Payment,IndiGo,DEL,BLR,2026-04-20 10:57:41.701,2026-04-20 11:43:41.701,00:46:00,46.0,DEL → BLR,2026-04-20,2026-04-20,10.0,11.0,False,Matched,667823d76db39ff394497f42abbbda47df86d5f594f022706be101b6cda79e54,A***u,**********2358
B1192,P1691,AI059,2025-06-23 11:37:36.951,CANCELLED,7D,1.0,0.0,1.0,Missing Payment Amount,Air India,CCU,DEL,2026-04-20 09:16:41.701,2026-04-20 11:43:41.701,02:27:00,147.0,CCU → DEL,2026-04-20,2026-04-20,9.0,11.0,False,Matched,6fc5ff2593b645cd9d045c7fc5f7d08cab180cd780a34ee4b0520d666f14cd9c,R***l,**********5924
B1193,P1180,AI159,2025-05-22 11:37:36.951,PENDING,13D,0.0,0.0,0.0,No Issue,Air India,HYD,BLR,2026-04-20 09:23:41.703,2026-04-20 11:36:41.703,02:13:00,133.0,HYD → BLR,2026-04-20,2026-04-20,9.0,11.0,False,Matched,afa5b00ae8c19c0b068862b335350ef61024325ff0b31108358e43d01852aa0b,Z***n,**********0978
B1194,P1465,6F091,2025-07-11 11:37:36.951,CONFIRMED,14F,0.0,0.0,0.0,Confirmed Without Payment,IndiGo,BLR,CCU,2026-04-20 10:10:41.702,2026-04-20 11:36:41.702,01:26:00,86.0,BLR → CCU,2026-04-20,2026-04-20,10.0,11.0,False,Matched,21772342d60b2d2012e4b6962542c080e1ca1487037d6b8239896ed6cb6b76c3,R***a,**********6626
B1195,P1433,6F084,2025-07-20 11:37:36.951,CANCELLED,10B,2.0,19224.28,0.0,Cancelled With Payment,IndiGo,CCU,HYD,2026-04-20 10:34:41.702,2026-04-20 11:34:42.000,01:00:00.298000,60.0,CCU → HYD,2026-04-20,2026-04-20,10.0,11.0,False,Matched,7a5de755198c824b76ea8202754ee9c71c41497cb1622c9709856ffcc2c531e9,R***e,**********6166
B1196,P1463,UK170,2026-01-15 11:37:36.951,CANCELLED,20C,0.0,0.0,0.0,No Issue,Vistara,BOM,BLR,2026-04-20 09:42:41.703,2026-04-20 11:32:41.703,01:50:00,110.0,BOM → BLR,2026-04-20,2026-04-20,9.0,11.0,False,Matched,410a1643c227b32811dc1f1054358bb88c2f6a08f88628e7abb23199a9c11964,G***y,**********4596
B1197,P1680,UK212,2025-05-19 11:37:36.951,CONFIRMED,2E,1.0,8876.86,0.0,No Issue,Vistara,HYD,MAA,2026-04-20 10:46:41.704,2026-04-20 11:31:41.704,00:45:00,45.0,HYD → MAA,2026-04-20,2026-04-20,10.0,11.0,False,Matched,b4308a23ef27362101f51341aeca9c05d744a1b4da95a3b8c228ec1a5108bb39,J***l,**********7338
B1198,P1913,SJ022,2025-06-16 11:37:36.951,,29A,1.0,1830.32,0.0,No Issue,SpiceJet,DEL,BLR,2026-04-20 07:56:41.701,2026-04-20 11:07:41.701,03:11:00,191.0,DEL → BLR,2026-04-20,2026-04-20,7.0,11.0,False,Matched,e443111bff25ce9e1730151bb67a108c4270ef5a155aa4970a4253ed7c3ef7be,Y***e,**********2983
B1199,P1533,SJ075,2025-12-13 11:37:36.951,PENDING,30E,2.0,13499.52,0.0,No Issue,SpiceJet,MAA,BLR,2026-04-20 09:26:41.701,2026-04-20 11:03:41.701,01:37:00,97.0,MAA → BLR,2026-04-20,2026-04-20,9.0,11.0,False,Matched,e44d23e29f0e31c6ae6853ad5afc49a40854067ae095e5b2893409474990366b,N***n,**********7632
B1200,P1065,UK177,2025-09-17 11:37:36.951,CONFIRMED,16B,3.0,30813.57,0.0,No Issue,Vistara,DEL,HYD,2026-04-20 06:21:41.703,2026-04-20 10:50:41.703,04:29:00,269.0,DEL → HYD,2026-04-20,2026-04-20,6.0,10.0,False,Matched,d5b06c9879e936525d55e9d22dd1e877f5ae1cd005dce516184b8a85d1cf10b3,N***t,**********8921
B1201,P1020,UK206,2026-02-01 11:37:36.951,CANCELLED,3A,1.0,7338.75,0.0,Cancelled With Payment,Vistara,MAA,BLR,2026-04-20 06:01:41.703,2026-04-20 10:34:41.703,04:33:00,273.0,MAA → BLR,2026-04-20,2026-04-20,6.0,10.0,False,Matched,3e29f2cb2f8234e9a7756ff746a2123fb275da166d8c30cd10af66676551361e,J***a,**********4055
B1202,P1611,UK079,2025-04-29 11:37:36.951,CANCELLED,29C,1.0,1973.12,0.0,Cancelled With Payment,Vistara,DEL,BLR,2026-04-20 06:43:41.702,2026-04-20 10:34:41.702,03:51:00,231.0,DEL → BLR,2026-04-20,2026-04-20,6.0,10.0,False,Matched,69fda9e79160beb599b6b5c9715e63fe520f6ee51068c37a6a40169c60e40e31,O***n,**********6263
B1203,P1383,UK040,2025-06-21 11:37:36.951,CONFIRMED,3B,1.0,12774.63,0.0,No Issue,Vistara,HYD,CCU,2026-04-20 09:15:41.701,2026-04-20 10:32:41.701,01:17:00,77.0,HYD → CCU,2026-04-20,2026-04-20,9.0,10.0,False,Matched,0a16a9bbb8a5b9ee36598ca89c4cd865d579b853dcfdd46a5bee787bf3b038ed,O***a,**********0009
B1204,P1811,AI034,2025-07-25 11:37:36.951,CONFIRMED,30A,1.0,14106.07,0.0,No Issue,Air India,DEL,BOM,2026-04-20 05:48:41.701,2026-04-20 10:31:41.701,04:43:00,283.0,DEL → BOM,2026-04-20,2026-04-20,5.0,10.0,False,Matched,814d6c12e4912cffb6a2df504af504a16c6f9de1434f921402e798e7b56717ff,N***a,**********2075
B1205,P1614,UK034,2025-10-18 11:37:36.951,CONFIRMED,23F,1.0,10452.65,0.0,No Issue,Vistara,DEL,BLR,2026-04-20 06:47:41.701,2026-04-20 10:11:41.701,03:24:00,204.0,DEL → BLR,2026-04-20,2026-04-20,6.0,10.0,False,Matched,ee04af9da49bffa256b08ef986c1d0b2af336bd8323613a185905965f9b898c7,D***t,**********4339
B1206,P1558,AI088,2025-07-02 11:37:36.951,CONFIRMED,13A,0.0,0.0,0.0,Confirmed Without Payment,UNKNOWN,MAA,DEL,2026-04-20 06:34:41.702,2026-04-20 10:10:41.702,03:36:00,216.0,MAA → DEL,2026-04-20,2026-04-20,6.0,10.0,False,Matched,92b485c38fbce3d1a40af3b43d935b3b727791be8875f8e28cacc868d0aad180,S***i,**********2395
B1207,P1038,AI128,2025-06-11 11:37:36.951,PENDING,26A,1.0,10823.99,0.0,No Issue,UNKNOWN,BOM,CCU,2026-04-20 06:07:41.702,2026-04-20 10:03:41.702,03:56:00,236.0,BOM → CCU,2026-04-20,2026-04-20,6.0,10.0,False,Matched,469b6ab25310994bf9eb7db6513f5f6d565bddd4dd41830fa75da066a1966a5c,E***f,**********6415
B1208,P1284,SJ052,2025-07-22 11:37:36.951,,9A,2.0,22071.57,0.0,No Issue,SpiceJet,MAA,BLR,2026-04-20 08:20:41.701,2026-04-20 09:57:41.701,01:37:00,97.0,MAA → BLR,2026-04-20,2026-04-20,8.0,9.0,False,Matched,95582300eb4865acd045e42dcbb693cc823d40303b6cd1c0a55f441b75b79acd,R***e,**********2858
B1209,P1821,AI233,2025-12-15 11:37:36.951,PENDING,3A,1.0,10307.2,0.0,No Issue,Air India,BLR,BOM,2026-04-20 08:04:41.704,2026-04-20 09:52:41.704,01:48:00,108.0,BLR → BOM,2026-04-20,2026-04-20,8.0,9.0,False,Matched,d4b8065ae6c579acd7c338d72e51095dd9715a3f625eb019d57072ac1e28a3e1,T***a,**********6064
B1210,P1601,AI012,2026-01-20 11:37:36.951,PENDING,3C,0.0,0.0,0.0,No Issue,Air India,BOM,CCU,2026-04-20 05:44:41.701,2026-04-20 09:47:41.701,04:03:00,243.0,BOM → CCU,2026-04-20,2026-04-20,5.0,9.0,False,Matched,4c431f72d5d04d2f7eb54b9bcfd055d7a838af448282727ad5f98a15a7bf9bd8,U***a,**********4358
B1211,P1596,AI084,2025-07-07 11:37:36.951,CONFIRMED,34A,0.0,0.0,0.0,Confirmed Without Payment,Air India,BOM,HYD,2026-04-20 08:31:41.702,2026-04-20 09:46:41.702,01:15:00,75.0,BOM → HYD,2026-04-20,2026-04-20,8.0,9.0,False,Matched,023ae20162c2f3178bd4afd815c1f6538d442639481ec353e661efa23d9a8066,F***r,**********5378
B1212,P1784,6F126,2025-07-08 11:37:36.951,PENDING,34B,1.0,8421.62,0.0,No Issue,IndiGo,CCU,MAA,2026-04-20 08:21:41.702,2026-04-20 09:39:41.702,01:18:00,78.0,CCU → MAA,2026-04-20,2026-04-20,8.0,9.0,False,Matched,3af066e17c571ac5b0bfece9ea56058e0524ed72ad0ba644da1b790c696e6716,Y***k,**********6819
B1213,P1335,SJ061,2025-06-16 11:37:36.951,CONFIRMED,2E,0.0,0.0,0.0,Confirmed Without Payment,SpiceJet,MAA,BLR,2026-04-20 06:38:41.701,2026-04-20 09:35:41.701,02:57:00,177.0,MAA → BLR,2026-04-20,2026-04-20,6.0,9.0,False,Matched,6de19bcd15edd069bf30647a26e17387ce2b95d756451c3a86d97c0f59593e54,G***r,**********1107
B1214,P1187,UK194,2025-08-14 11:37:36.951,,23B,0.0,0.0,0.0,No Issue,Vistara,CCU,BOM,2026-04-20 08:26:41.703,2026-04-20 09:26:42.000,01:00:00.297000,60.0,CCU → BOM,2026-04-20,2026-04-20,8.0,9.0,False,Matched,c88d65fea3680e5f9d1f71ed7ed3d9f186af7c4cfedadf768ea8c93a57f2c25f,D***r,**********9571
B1215,P1670,AI135,2025-08-08 11:37:36.951,CANCELLED,28C,2.0,11951.15,0.0,Cancelled With Payment,Air India,BLR,BOM,2026-04-20 06:40:41.702,2026-04-20 09:21:41.702,02:41:00,161.0,BLR → BOM,2026-04-20,2026-04-20,6.0,9.0,False,Matched,a4ccb4cebf51d991d78c8cf77077e243f5155e04690a07d20d8b8b3c6c1d09ae,R***n,**********3317
B1216,P1242,6F238,2025-12-09 11:37:36.951,CONFIRMED,10A,3.0,19165.81,0.0,No Issue,IndiGo,BOM,DEL,2026-04-20 08:31:41.704,2026-04-20 09:19:41.704,00:48:00,48.0,BOM → DEL,2026-04-20,2026-04-20,8.0,9.0,False,Matched,9e7c2e3450410e8a398b07b4ab3cd22eb4a90d3c7f309250034def2619afce0d,A***a,**********5129
B1217,P1072,6F092,2026-03-19 11:37:36.951,CANCELLED,32C,0.0,0.0,0.0,No Issue,IndiGo,MAA,BLR,2026-04-20 08:39:41.702,2026-04-20 09:15:41.702,00:36:00,36.0,MAA → BLR,2026-04-20,2026-04-20,8.0,9.0,False,Matched,6dc3d57d8ab76aa9d73c5f9badbce0d740d7308ab94ec1c650c31d41547f0b33,Y***n,**********8927
B1218,P1478,AI213,2025-11-13 11:37:36.951,PENDING,2D,0.0,0.0,0.0,No Issue,Air India,HYD,CCU,2026-04-20 08:03:41.703,2026-04-20 09:14:41.703,01:11:00,71.0,HYD → CCU,2026-04-20,2026-04-20,8.0,9.0,False,Matched,f1b8efb28ccf874abcceafa0c060b1597785842c7a2da8e94f1b35b149a1da81,E***h,**********3132
B1219,P1973,UK193,2026-02-15 11:37:36.951,CANCELLED,1B,0.0,0.0,0.0,No Issue,Vistara,HYD,DEL,2026-04-20 08:39:41.703,2026-04-20 09:14:41.703,00:35:00,35.0,HYD → DEL,2026-04-20,2026-04-20,8.0,9.0,False,Matched,e6f7c7df80fc633fa4ac30338eff62f929800f2643569257433955042331a89f,O***r,**********0964
B1220,P1560,6F178,2026-04-04 11:37:36.951,PENDING,29C,1.0,11075.72,0.0,No Issue,IndiGo,BOM,CCU,2026-04-20 04:48:41.703,2026-04-20 09:11:41.703,04:23:00,263.0,BOM → CCU,2026-04-20,2026-04-20,4.0,9.0,False,Matched,2a111245db330168e7329b3680eda2702026242b1d14da346a34b2292688f555,L***r,**********2559
B1221,P1100,AI158,2026-03-06 11:37:36.951,CONFIRMED,19D,2.0,18797.11,0.0,No Issue,Air India,CCU,DEL,2026-04-20 06:04:41.703,2026-04-20 09:01:41.703,02:57:00,177.0,CCU → DEL,2026-04-20,2026-04-20,6.0,9.0,False,Matched,43dd69fe388e42171af5ac09ef66076abd3c2e1cad609508618bc88ed4902104,M***i,**********5218
B1222,P1513,UK208,2026-03-30 11:37:36.951,PENDING,8A,0.0,0.0,0.0,No Issue,Vistara,DEL,CCU,2026-04-20 03:54:41.704,2026-04-20 08:51:41.704,04:57:00,297.0,DEL → CCU,2026-04-20,2026-04-20,3.0,8.0,False,Matched,b36b5e62db340ae2441a54ace93d3fb457e313ef26b5f4f1db594ea6912ab2cd,M***a,**********5907
B1223,P1755,6F056,2026-04-09 11:37:36.951,,15A,1.0,1794.08,0.0,No Issue,IndiGo,BOM,MAA,2026-04-20 07:00:41.701,2026-04-20 08:49:41.701,01:49:00,109.0,BOM → MAA,2026-04-20,2026-04-20,7.0,8.0,False,Matched,102bf3cf727cb98767a5fd7b0a2795fb68b856bfe71a490945a40be3d72f0134,H***l,**********4660
B1224,P1175,UK185,2025-10-26 11:37:36.951,CONFIRMED,1E,0.0,0.0,0.0,Confirmed Without Payment,Vistara,DEL,MAA,2026-04-20 07:31:41.703,2026-04-20 08:48:41.703,01:17:00,77.0,DEL → MAA,2026-04-20,2026-04-20,7.0,8.0,False,Matched,52bb409870cf2f6bd7eeab38acdd21f5ba9684edbf010194a59e84f28bc5802d,T***a,**********9317
B1225,P1237,AI163,2026-01-13 11:37:36.951,PENDING,4D,2.0,3894.65,1.0,Missing Payment Amount,Air India,HYD,MAA,2026-04-20 07:45:41.703,2026-04-20 08:46:41.703,01:01:00,61.0,HYD → MAA,2026-04-20,2026-04-20,7.0,8.0,False,Matched,6c2608bc4b6a8e04f0ba56e37e4d68cd55501b8b2ce1161d64b39ec8019b6b96,Z***y,**********1229
B1226,P1909,AI112,2025-08-23 11:37:36.951,CONFIRMED,15C,1.0,8968.11,0.0,No Issue,Air India,DEL,BLR,2026-04-20 04:41:41.702,2026-04-20 08:24:41.702,03:43:00,223.0,DEL → BLR,2026-04-20,2026-04-20,4.0,8.0,False,Matched,7c9b8796ace1872c7799723a905197a51d319c92391649ae6457f017208fbe45,C***h,**********3124
B1227,P1058,AI227,2025-10-23 11:37:36.951,CANCELLED,12A,1.0,0.0,1.0,Missing Payment Amount,Air India,BLR,MAA,2026-04-20 04:31:41.703,2026-04-20 08:17:41.703,03:46:00,226.0,BLR → MAA,2026-04-20,2026-04-20,4.0,8.0,False,Matched,53d5b02c4ececebc0679f0567c73dc3ceb5871e6097d281812cc3fb18698caa4,J***n,**********8218
B1228,P1864,SJ083,2026-04-17 11:37:36.951,CONFIRMED,29D,2.0,11716.58,0.0,No Issue,SpiceJet,MAA,BLR,2026-04-20 05:13:41.702,2026-04-20 08:17:41.702,03:04:00,184.0,MAA → BLR,2026-04-20,2026-04-20,5.0,8.0,False,Matched,5cea9f976a13567d82650e259a45fe934c19447efee2dc6a69b5f0ab77cc26b3,K***y,**********2235
B1229,P1098,UK073,2026-02-07 11:37:36.951,CONFIRMED,13F,0.0,0.0,0.0,Confirmed Without Payment,Vistara,BLR,CCU,2026-04-20 03:59:41.702,2026-04-20 08:09:41.702,04:10:00,250.0,BLR → CCU,2026-04-20,2026-04-20,3.0,8.0,False,Matched,e7d8dac664c7741b9af68ab674ae2bde534a8e5d4effcd52866422b42d8eab7b,E***t,**********1227
B1230,P1953,6F169,2025-04-29 11:37:36.951,PENDING,6C,1.0,4531.77,0.0,No Issue,IndiGo,BOM,DEL,2026-04-20 03:27:41.703,2026-04-20 08:06:41.703,04:39:00,279.0,BOM → DEL,2026-04-20,2026-04-20,3.0,8.0,False,Matched,c07e950faded43375baf567f1e65af499ac3566a42c06d8daaa40dbec2432a46,Y***u,**********2051
B1231,P1870,UK154,2026-04-06 11:37:36.951,CANCELLED,27D,2.0,11556.42,0.0,Cancelled With Payment,Vistara,MAA,HYD,2026-04-20 04:00:41.703,2026-04-20 07:57:41.703,03:57:00,237.0,MAA → HYD,2026-04-20,2026-04-20,4.0,7.0,False,Matched,56faa0947b399988d74a3593596fbf7402db998ca43e14fd6831bad1cb659498,S***t,**********5590
B1232,P1953,SJ169,2025-10-06 11:37:36.951,CONFIRMED,32F,0.0,0.0,0.0,Confirmed Without Payment,SpiceJet,BOM,MAA,2026-04-20 03:10:41.703,2026-04-20 07:56:41.703,04:46:00,286.0,BOM → MAA,2026-04-20,2026-04-20,3.0,7.0,False,Matched,01707546bff7edec03c00172018ff1957511e12f110ca6db1d04aa8adb589f2a,V***a,**********1252
B1233,P1494,6F187,2025-05-13 11:37:36.951,CANCELLED,5F,1.0,1617.29,0.0,Cancelled With Payment,IndiGo,BOM,MAA,2026-04-20 03:19:41.703,2026-04-20 07:37:41.703,04:18:00,258.0,BOM → MAA,2026-04-20,2026-04-20,3.0,7.0,False,Matched,bb896c0cbe48a46d20eb8be711a12e37cef6612cf4602106e44c0cc7eda92858,A***a,**********9119
B1234,P1946,UK210,2025-11-21 11:37:36.951,CANCELLED,33A,1.0,7984.22,0.0,Cancelled With Payment,Vistara,DEL,CCU,2026-04-20 06:35:41.704,2026-04-20 07:30:41.704,00:55:00,55.0,DEL → CCU,2026-04-20,2026-04-20,6.0,7.0,False,Matched,39097a96fd52f1ab575064b84aea1a1cf7d1f292f1a1f0a78a3ff315753ac594,A***a,**********4349
B1235,P1979,6F250,2025-12-23 11:37:36.951,PENDING,13D,2.0,1236.74,1.0,Missing Payment Amount,,,,,,,,,,,,,,No Reliable Flight Match,6cb9395cb1c9c17e4f07ec2f249cc94a53e00817798604d12edabe92ffe2ae51,V***e,**********0345
B1236,P1513,AI062,2025-07-05 11:37:36.951,CONFIRMED,25A,0.0,0.0,0.0,Confirmed Without Payment,Air India,MAA,DEL,2026-04-20 06:49:41.701,2026-04-20 07:25:41.701,00:36:00,36.0,MAA → DEL,2026-04-20,2026-04-20,6.0,7.0,False,Matched,271679179d225d9003b9302fdba69f47c23566780d5e4f906ea5203eb24d005e,A***f,**********2732
B1237,P1754,AI047,2025-11-16 11:37:36.951,,15B,0.0,0.0,0.0,No Issue,UNKNOWN,CCU,MAA,2026-04-20 06:36:41.701,2026-04-20 07:23:41.701,00:47:00,47.0,CCU → MAA,2026-04-20,2026-04-20,6.0,7.0,False,Matched,121b9f591e6061df87f87d4d26b0ad0cccc70d64b7807a15ac348256b4da8d3c,F***l,**********1042
B1238,P1296,SJ186,2025-10-20 11:37:36.951,,8E,1.0,3231.46,0.0,No Issue,SpiceJet,CCU,DEL,2026-04-20 05:11:41.703,2026-04-20 07:22:41.703,02:11:00,131.0,CCU → DEL,2026-04-20,2026-04-20,5.0,7.0,False,Matched,ad635b7764298da4a1ba1517a21fe4c375f57ac073e34ff7e32a508c29f6a51f,W***r,**********4048
B1239,P1210,AI217,2025-11-17 11:37:36.951,CANCELLED,30A,1.0,8821.9,0.0,Cancelled With Payment,Air India,CCU,BLR,2026-04-20 04:57:41.703,2026-04-20 07:14:41.703,02:17:00,137.0,CCU → BLR,2026-04-20,2026-04-20,4.0,7.0,False,Matched,bfcfa5d90de2ed500ae6db328dbf58f7f9eeeca47def190af8fcb2f37471d9ce,G***n,**********8284
B1240,P1122,UK100,2025-12-31 11:37:36.951,CONFIRMED,17A,1.0,12241.53,0.0,No Issue,Vistara,CCU,BLR,2026-04-20 04:40:41.702,2026-04-20 07:12:41.702,02:32:00,152.0,CCU → BLR,2026-04-20,2026-04-20,4.0,7.0,False,Matched,cba42f3eeb784d654c1b82b776ab102f87a52844746981a5aa8b795658b60481,F***i,**********5606
B1241,P1228,UK116,2025-12-16 11:37:36.951,CONFIRMED,10A,1.0,0.0,1.0,Missing Payment Amount,Vistara,CCU,BOM,2026-04-20 03:18:41.702,2026-04-20 07:06:41.702,03:48:00,228.0,CCU → BOM,2026-04-20,2026-04-20,3.0,7.0,False,Matched,3908b31871d0dc99ce6c5c6f9400b196be23f1b17da44490dce921d0e5c19530,M***p,**********1868
B1242,P1593,6F036,2025-12-01 11:37:36.951,CANCELLED,26C,0.0,0.0,0.0,No Issue,IndiGo,CCU,BLR,2026-04-20 02:14:41.701,2026-04-20 06:57:41.701,04:43:00,283.0,CCU → BLR,2026-04-20,2026-04-20,2.0,6.0,False,Matched,35124f879d9bdc9c7bd6151647e05e93c1e68285744adc7d56ac67bf6490e180,L***a,**********3494
B1243,P1655,AI175,2026-01-22 11:37:36.951,CANCELLED,29E,0.0,0.0,0.0,No Issue,Air India,BOM,HYD,2026-04-20 03:08:41.703,2026-04-20 06:55:41.703,03:47:00,227.0,BOM → HYD,2026-04-20,2026-04-20,3.0,6.0,False,Matched,f01fed20d615bfb1395af50e6501d30d5cd0f5c31654a5bfb892674c9ab720ba,T***t,**********2271
B1244,P1387,UK051,2025-08-18 11:37:36.951,CONFIRMED,27D,1.0,4953.56,0.0,No Issue,Vistara,HYD,DEL,2026-04-20 03:55:41.701,2026-04-20 06:55:41.701,03:00:00,180.0,HYD → DEL,2026-04-20,2026-04-20,3.0,6.0,False,Matched,a096da9604312585bae2f16bbe292163cc231001d4421ea0cea2460cbd47a7a5,O***y,**********5439
B1245,P1139,6F201,2026-04-17 11:37:36.951,,26A,1.0,3162.91,0.0,No Issue,IndiGo,CCU,BOM,2026-04-20 02:09:41.703,2026-04-20 06:49:41.703,04:40:00,280.0,CCU → BOM,2026-04-20,2026-04-20,2.0,6.0,False,Matched,158444325e6a5961f2b246310e9967f157aed4d5f6f173c85ec59324eaeab8ca,G***a,**********9724
